Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
916, Condemned 2: Bloodshot, X360, 2008, Action, Sega, 0.38, 0.0, 0.19, 0.06, 0.63
917, Cabela's Big Game Hunter (2008), Wii, 2007, Sports, Activision, 0.58, 0.0, 0.0, 0.05, 0.63
918, Mobile Suit Z Gundam: AEUG vs. Titans, PS2, 2003, Fighting, Namco Bandai Games, 0.0, 0.63, 0.0, 0.0, 0.63
919, Just Dance 3, PS3, 2011, Misc, Ubisoft, 0.33, 0.0, 0.21, 0.09, 0.63
920, Call of Duty: Black Ops, DS, 2010, Shooter, Activision, 0.54, 0.0, 0.05, 0.04, 0.63
921, God of War III, PS4, 2015, Action, Sony Computer Entertainment, 0.23, 0.01, 0.29, 0.1, 0.63
922, Ape Escape 2, PS2, 2002, Platform, Sony Computer Entertainment, 0.12, 0.38, 0.09, 0.03, 0.62
923, Metroid Prime: Trilogy, Wii, 2009, Shooter, Nintendo, 0.43, 0.0, 0.05, 0.14, 0.62
924, X-Man, 2600, 1982, Action, Universal Gamex, 0.58, 0.0, 0.04, 0.01, 0.63
925, Transformers: Revenge of the Fallen, X360, 2009, Shooter, Activision, 0.34, 0.0, 0.23, 0.06, 0.6300000000000001
926, Advance Wars: Days of Ruin, DS, 0, Strategy, Nintendo, 0.44, 0.0, 0.13, 0.06, 0.63
927, The Sims 3: Generations, PC, 2011, Simulation, Electronic Arts, 0.4, 0.0, 0.23, 0.0, 0.63
928, The Crew, XOne, 2014, Racing, Ubisoft, 0.24, 0.0, 0.34, 0.05, 0.63
929, Battle of Giants: Dragons, DS, 2009, Strategy, Ubisoft, 0.31, 0.0, 0.25, 0.06, 0.62
930, Dragon Quest Monsters Joker 3, 3DS, 2016, Role-Playing, Square Enix, 0.0, 0.63, 0.0, 0.0, 0.63
931, Sonic & All-Stars Racing Transformed, X360, 2012, Racing, Sega, 0.2, 0.0, 0.37, 0.06, 0.63
932, Shin Megami Tensei: Persona 3 FES, PS2, 2007, Role-Playing, Tecmo Koei, 0.22, 0.16, 0.2, 0.05, 0.63
933, FIFA Soccer 2002, PS2, 2001, Sports, Electronic Arts, 0.31, 0.0, 0.24, 0.08, 0.63
934, Shin Megami Tensei: Persona 3 Portable, PSP, 2009, Role-Playing, Ghostlight, 0.18, 0.34, 0.06, 0.04, 0.6200000000000001
935, Final Fantasy VII International, PS, 1997, Role-Playing, Square, 0.0, 0.59, 0.0, 0.04, 0.63
936, Tiger Woods PGA Tour 12: The Masters, X360, 2011, Sports, Electronic Arts, 0.4, 0.0, 0.17, 0.05, 0.6200000000000001
937, Okami, PS2, 2006, Action, Capcom, 0.11, 0.15, 0.03, 0.34, 0.63
938, NHL 2001, PS, 2000, Sports, Electronic Arts, 0.35, 0.0, 0.24, 0.04, 0.6299999999999999
939, World of Zoo, Wii, 2009, Simulation, THQ, 0.41, 0.0, 0.16, 0.05, 0.62
940, LEGO Jurassic World, XOne, 2015, Action, Warner Bros. Interactive Entertainment, 0.35, 0.0, 0.22, 0.06, 0.63
941, Wet, PS3, 2009, Shooter, Bethesda Softworks, 0.22, 0.01, 0.27, 0.11, 0.61
942, MySims Racing, DS, 2009, Racing, Electronic Arts, 0.26, 0.0, 0.29, 0.07, 0.62
943, Buzz Lightyear of Star Command, PS, 2000, Platform, Activision, 0.35, 0.0, 0.24, 0.04, 0.6299999999999999
944, Namco Museum, GC, 2002, Misc, Namco Bandai Games, 0.48, 0.0, 0.13, 0.02, 0.63
945, Nobunaga no Yabou: Haouden, SNES, 1993, Strategy, Tecmo Koei, 0.3, 0.32, 0.0, 0.0, 0.62
946, Virtua Cop, SAT, 1995, Shooter, Sega, 0.0, 0.62, 0.0, 0.0, 0.62
947, Metal Gear Solid 2: Substance, XB, 0, Action, Konami Digital Entertainment, 0.38, 0.0, 0.22, 0.03, 0.63
948, Tony Hawk's American Wasteland, XB, 2005, Sports, Activision, 0.4, 0.0, 0.2, 0.03, 0.63
949, WWF in Your House, PS, 1996, Fighting, Acclaim Entertainment, 0.35, 0.0, 0.24, 0.04, 0.6299999999999999
950, Prince of Persia: The Forgotten Sands, X360, 2010, Action, Ubisoft, 0.3, 0.0, 0.26, 0.06, 0.62
951, Vanquish, PS3, 2010, Shooter, Sega, 0.21, 0.11, 0.22, 0.09, 0.63
952, Wild ARMs 3, PS2, 2002, Role-Playing, Ubisoft, 0.16, 0.29, 0.13, 0.04, 0.62
953, NBA ShootOut '97, PS, 1997, Sports, Sony Computer Entertainment, 0.35, 0.0, 0.24, 0.04, 0.6299999999999999
954, Sacred 2: Fallen Angel, PS3, 2009, Role-Playing, Deep Silver, 0.22, 0.08, 0.23, 0.09, 0.62
955, Madden NFL 07, GC, 2006, Sports, Electronic Arts, 0.48, 0.0, 0.13, 0.02, 0.63
956, Far Cry 4, PC, 2014, Shooter, Ubisoft, 0.15, 0.0, 0.42, 0.05, 0.62
957, Battlezone, 2600, 1982, Shooter, Atari, 0.58, 0.0, 0.03, 0.01, 0.62
958, Tiger Woods PGA Tour 2004, XB, 2003, Sports, Electronic Arts, 0.47, 0.0, 0.13, 0.02, 0.62
959, LEGO Pirates of the Caribbean: The Video Game, 3DS, 2011, Action, Disney Interactive Studios, 0.29, 0.0, 0.28, 0.06, 0.63
960, Pro Evolution Soccer 2015, PS3, 2014, Sports, Konami Digital Entertainment, 0.1, 0.22, 0.23, 0.08, 0.63
961, Evolve, XOne, 2015, Shooter, Take-Two Interactive, 0.36, 0.0, 0.2, 0.06, 0.62
962, Tak 2: The Staff of Dreams, PS2, 2004, Platform, THQ, 0.3, 0.0, 0.24, 0.08, 0.62
963, Dead Island: Riptide, PS3, 2013, Action, Deep Silver, 0.26, 0.07, 0.2, 0.09, 0.6200000000000001
964, Warriors Orochi 3, PS3, 2011, Action, Ubisoft Annecy, 0.0, 0.57, 0.04, 0.01, 0.62
965, Bolt, DS, 2008, Adventure, Disney Interactive Studios, 0.35, 0.0, 0.21, 0.06, 0.62
966, Viewtiful Joe, GC, 2003, Action, Capcom, 0.38, 0.12, 0.1, 0.02, 0.62
967, The Urbz: Sims in the City, GBA, 2004, Simulation, Electronic Arts, 0.37, 0.0, 0.22, 0.03, 0.62
968, Beetle Adventure Racing!, N64, 1999, Racing, Electronic Arts, 0.4, 0.0, 0.2, 0.02, 0.62
969, FIFA Soccer, PSV, 2012, Sports, Electronic Arts, 0.17, 0.02, 0.34, 0.09, 0.6200000000000001
970, Disney's 102 Dalmatians: Puppies to the Rescue, PS, 2000, Platform, Eidos Interactive, 0.34, 0.0, 0.23, 0.04, 0.6100000000000001
971, Wipeout: The Game, DS, 2010, Misc, Activision, 0.58, 0.0, 0.0, 0.04, 0.62
972, Strike Force Bowling, PS2, 2004, Sports, Play It, 0.3, 0.0, 0.24, 0.08, 0.62
973, SpongeBob's Atlantis SquarePantis, Wii, 2007, Action, THQ, 0.57, 0.0, 0.01, 0.04, 0.62
974, Metal Gear Solid V: Ground Zeroes, PS3, 2014, Action, Konami Digital Entertainment, 0.14, 0.27, 0.14, 0.06, 0.6100000000000001
975, Halloween, 2600, 1982, Action, Wizard Video Games, 0.58, 0.0, 0.03, 0.01, 0.62
976, Dragon Ball Z: Ultimate Tenkaichi, PS3, 2011, Fighting, Namco Bandai Games, 0.27, 0.09, 0.18, 0.08, 0.62
977, WWE SmackDown vs. Raw 2010, PSP, 2009, Fighting, THQ, 0.25, 0.0, 0.23, 0.14, 0.62
978, Bass Landing, PS, 1999, Sports, ASCII Entertainment, 0.21, 0.23, 0.14, 0.04, 0.62
979, XGRA: Extreme G-Racing Association, PS2, 2004, Racing, Eidos Interactive, 0.3, 0.0, 0.24, 0.08, 0.62
980, Mario's Picross, GB, 1995, Puzzle, Nintendo, 0.0, 0.62, 0.0, 0.0, 0.62
981, Pac-Man Player's Choice Bundle, GC, 2003, Misc, Namco Bandai Games, 0.48, 0.0, 0.12, 0.02, 0.62
982, Rocksmith 2014, PS4, 2014, Misc, Ubisoft, 0.34, 0.0, 0.17, 0.11, 0.6200000000000001
983, Fighters MEGAMiX, SAT, 1996, Fighting, Sega, 0.0, 0.62, 0.0, 0.0, 0.62
984, Bahamut Lagoon, SNES, 1996, Role-Playing, SquareSoft, 0.0, 0.62, 0.0, 0.0, 0.62
985, Wall-E, X360, 2008, Platform, THQ, 0.29, 0.0, 0.26, 0.07, 0.62
986, Tomb Raider III: Adventures of Lara Croft, PC, 1998, Action, Eidos Interactive, 0.59, 0.0, 0.03, 0.0, 0.62
987, Toshochu: Run for Money, 3DS, 2012, Adventure, Namco Bandai Games, 0.0, 0.62, 0.0, 0.0, 0.62
988, Dragon Quest Monsters: Joker 2 Professional, DS, 2011, Role-Playing, Square Enix, 0.0, 0.62, 0.0, 0.0, 0.62
989, NFL Quarterback Club 99, N64, 1998, Sports, Acclaim Entertainment, 0.59, 0.0, 0.02, 0.0, 0.61
990, Super Robot Taisen α Gaiden, PS, 2001, Strategy, Banpresto, 0.0, 0.58, 0.0, 0.04, 0.62
991, Formula 1: Championship Edition, PS3, 2006, Racing, Sony Computer Entertainment, 0.0, 0.04, 0.57, 0.0, 0.61
992, Muramasa: The Demon Blade, Wii, 2009, Role-Playing, Rising Star Games, 0.33, 0.11, 0.13, 0.04, 0.6100000000000001
993, NBA 2K9, PS3, 2008, Sports, Take-Two Interactive, 0.56, 0.0, 0.0, 0.05, 0.6100000000000001
994, SingStar Singalong With Disney, PS2, 2008, Misc, Sony Computer Entertainment, 0.0, 0.0, 0.04, 0.57, 0.61
995, NHL 16, PS4, 2015, Sports, Electronic Arts, 0.35, 0.0, 0.15, 0.11, 0.61
996, Plants vs. Zombies: Garden Warfare, PS4, 2014, Shooter, Electronic Arts, 0.21, 0.01, 0.29, 0.11, 0.62
997, NFL Fever 2003, XB, 2002, Sports, Microsoft Game Studios, 0.46, 0.0, 0.13, 0.02, 0.61
998, Samurai Warriors 2, PS2, 2006, Action, Tecmo Koei, 0.02, 0.57, 0.02, 0.01, 0.62
999, Dynasty Warriors 8, PS3, 2013, Action, Tecmo Koei, 0.12, 0.34, 0.11, 0.05, 0.62
1000, Disney Sing It: Family Hits, Wii, 2010, Misc, Disney Interactive Studios, 0.39, 0.0, 0.18, 0.05, 0.62
1001, 2 Games in 1: Sonic Battle & ChuChu Rocket!, GBA, 2005, Misc, THQ, 0.44, 0.0, 0.16, 0.01, 0.61
1002, Robotech: Battlecry, PS2, 2002, Shooter, TDK Mediactive, 0.3, 0.0, 0.23, 0.08, 0.61
1003, Dora the Explorer: Super Spies, GBA, 2004, Platform, Gotham Games, 0.44, 0.0, 0.16, 0.01, 0.61
1004, New Carnival Games, Wii, 2010, Misc, Take-Two Interactive, 0.35, 0.0, 0.21, 0.05, 0.61
1005, Tony Hawk: RIDE, X360, 2009, Sports, Activision, 0.46, 0.0, 0.1, 0.05, 0.6100000000000001
1006, Just Dance 2014, WiiU, 2013, Misc, Ubisoft, 0.33, 0.0, 0.23, 0.05, 0.6100000000000001
1007, Cooking Mama 4: Kitchen Magic!, 3DS, 2011, Simulation, 505 Games, 0.5, 0.0, 0.07, 0.04, 0.61
1008, Texas Hold 'Em Poker, GBA, 2004, Misc, Majesco Entertainment, 0.44, 0.0, 0.16, 0.01, 0.61
1009, Time Crisis 3, PS2, 2003, Shooter, Namco Bandai Games, 0.3, 0.0, 0.23, 0.08, 0.61
1010, Cabela's Monster Buck Hunter, Wii, 2010, Sports, Activision, 0.58, 0.0, 0.0, 0.03, 0.61
1011, Ganbaru Watashi no Kakei Diary, DS, 2007, Misc, Nintendo, 0.0, 0.61, 0.0, 0.0, 0.61
1012, pro evolution soccer 2011, X360, 2010, Sports, Konami Digital Entertainment, 0.09, 0.0, 0.44, 0.07, 0.6
1013, New Play Control! Donkey Kong Jungle Beat, Wii, 2008, Platform, Nintendo, 0.24, 0.14, 0.17, 0.05, 0.6000000000000001
1014, Small Soldiers, PS, 1998, Platform, Electronic Arts, 0.34, 0.0, 0.23, 0.04, 0.6100000000000001
1015, Yakuza: Dead Souls, PS3, 2011, Shooter, Sega, 0.09, 0.42, 0.07, 0.03, 0.61
1016, Littlest Pet Shop: Garden, DS, 2008, Simulation, Electronic Arts, 0.31, 0.0, 0.24, 0.06, 0.61
1017, Half-Life 2, XB, 2005, Shooter, Electronic Arts, 0.37, 0.0, 0.21, 0.03, 0.61
1018, Duke Nukem: Total Meltdown, PS, 1997, Shooter, GT Interactive, 0.34, 0.0, 0.23, 0.04, 0.6100000000000001
1019, Pac-Man Party, Wii, 2010, Misc, Namco Bandai Games, 0.47, 0.01, 0.09, 0.04, 0.61
1020, Jak and Daxter: The Lost Frontier, PSP, 2009, Platform, Sony Computer Entertainment, 0.18, 0.0, 0.27, 0.15, 0.6000000000000001
1021, Major League Baseball 2K8, X360, 2008, Sports, Bethesda Softworks, 0.56, 0.0, 0.0, 0.05, 0.6100000000000001
1022, SimCity DS, DS, 2007, Simulation, Electronic Arts, 0.33, 0.21, 0.03, 0.03, 0.6000000000000001
1023, Major League Baseball 2K9, X360, 2009, Sports, Spike, 0.56, 0.0, 0.0, 0.05, 0.6100000000000001
1024, Petz: Dogz Pack, DS, 2008, Simulation, Ubisoft, 0.56, 0.0, 0.0, 0.05, 0.6100000000000001
1025, Split/Second, X360, 2010, Racing, Disney Interactive Studios, 0.32, 0.0, 0.23, 0.06, 0.6100000000000001
1026, Final Fantasy IV Advance, GBA, 2005, Role-Playing, Nintendo, 0.27, 0.22, 0.1, 0.01, 0.6000000000000001
1027, Madden NFL 2003, GBA, 2002, Sports, Electronic Arts, 0.44, 0.0, 0.16, 0.01, 0.61
1028, Tomb Raider Chronicles, PS, 1999, Action, Eidos Interactive, 0.34, 0.0, 0.23, 0.04, 0.6100000000000001
1029, Harry Potter and the Goblet of Fire, GBA, 2005, Action, Electronic Arts, 0.44, 0.0, 0.16, 0.01, 0.61
1030, Dragon Ball Z: Buu's Fury, GBA, 2004, Action, Atari, 0.44, 0.0, 0.16, 0.01, 0.61
1031, Madden NFL 2002, GC, 2001, Sports, Electronic Arts, 0.47, 0.0, 0.12, 0.02, 0.61
1032, Guitar Hero: Smash Hits, Wii, 2009, Misc, Activision, 0.33, 0.0, 0.21, 0.06, 0.6000000000000001
1033, Disney TH!NK Fast: The Ultimate Trivia Showdown, Wii, 2008, Misc, Disney Interactive Studios, 0.37, 0.01, 0.16, 0.06, 0.6
1034, Spider-Man: Mysterio's Menace, GBA, 2001, Action, Activision, 0.43, 0.0, 0.16, 0.01, 0.6
1035, Madden NFL 2000, N64, 1999, Sports, Electronic Arts, 0.58, 0.0, 0.02, 0.0, 0.6
1036, Transformers: The Game, X360, 2007, Action, Activision, 0.51, 0.0, 0.05, 0.05, 0.61
1037, Game & Watch Gallery 4, GBA, 2002, Misc, Nintendo, 0.43, 0.0, 0.16, 0.01, 0.6
1038, Littlest Pet Shop: Jungle, DS, 2008, Simulation, Electronic Arts, 0.34, 0.0, 0.2, 0.06, 0.6000000000000001
1039, Naruto: Ultimate Ninja, PS2, 2003, Fighting, Atari, 0.5, 0.0, 0.02, 0.08, 0.6
1040, Fighters Uncaged, X360, 2010, Fighting, Ubisoft, 0.31, 0.0, 0.24, 0.06, 0.61
1041, Call of Juarez: Bound in Blood, X360, 2009, Shooter, Ubisoft, 0.3, 0.0, 0.24, 0.06, 0.6
1042, New Play Control! Pikmin 2, Wii, 2009, Strategy, Nintendo, 0.11, 0.33, 0.14, 0.02, 0.6
1043, Tony Hawk's Underground, GBA, 2003, Sports, Activision, 0.43, 0.0, 0.16, 0.01, 0.6
1044, Hot Shots Golf: World Invitational, PSV, 2011, Sports, Sony Computer Entertainment, 0.19, 0.25, 0.11, 0.06, 0.61
1045, Monster Trucks, GBA, 2004, Racing, Majesco Entertainment, 0.43, 0.0, 0.16, 0.01, 0.6
1046, Shadow The Hedgehog, PS2, 2005, Platform, Sega, 0.5, 0.0, 0.02, 0.08, 0.6
1047, Wave Race: Blue Storm, GC, 2001, Racing, Nintendo, 0.4, 0.09, 0.1, 0.02, 0.6100000000000001
1048, Backyard Wrestling: Don't Try This at Home, PS2, 2003, Fighting, Eidos Interactive, 0.3, 0.0, 0.23, 0.08, 0.61
1049, Fight Night Round 2, XB, 2005, Fighting, Electronic Arts, 0.42, 0.0, 0.16, 0.02, 0.6
1050, MonHun Nikki: Poka Poka Ailu Mura, PSP, 2010, Role-Playing, Capcom, 0.0, 0.6, 0.0, 0.0, 0.6
1051, The Golden Compass, DS, 2007, Action, Sega, 0.28, 0.0, 0.25, 0.06, 0.5900000000000001
1052, NBA 2K8, PS2, 2007, Sports, Take-Two Interactive, 0.5, 0.0, 0.02, 0.08, 0.6
1053, Phineas and Ferb: Across the 2nd Dimension, Wii, 2011, Action, Disney Interactive Studios, 0.36, 0.0, 0.19, 0.05, 0.6
1054, Disney Infinity, WiiU, 2013, Action, Disney Interactive Studios, 0.33, 0.0, 0.22, 0.05, 0.6000000000000001
1055, The Golden Compass, Wii, 0, Action, Sega, 0.26, 0.0, 0.28, 0.07, 0.6100000000000001
1056, WarioWare D.I.Y., DS, 2009, Misc, Nintendo, 0.18, 0.2, 0.19, 0.04, 0.6100000000000001
1057, Tony Hawk: RIDE, PS3, 2009, Sports, Activision, 0.38, 0.0, 0.15, 0.08, 0.61
1058, LEGO Jurassic World, 3DS, 2015, Action, Warner Bros. Interactive Entertainment, 0.31, 0.03, 0.22, 0.05, 0.6100000000000001
1059, Alice: Madness Returns, PS3, 2011, Adventure, Electronic Arts, 0.22, 0.04, 0.25, 0.09, 0.6
1060, LEGO The Hobbit, PS4, 2014, Action, Warner Bros. Interactive Entertainment, 0.12, 0.0, 0.37, 0.1, 0.59
1061, Suikoden, PS, 1995, Role-Playing, Konami Digital Entertainment, 0.21, 0.21, 0.14, 0.04, 0.6
1062, Secret Agent Clank, PS2, 2009, Platform, Sony Computer Entertainment, 0.13, 0.0, 0.18, 0.29, 0.6
1063, Rayman Arena, PS2, 2001, Racing, Ubisoft, 0.29, 0.0, 0.23, 0.08, 0.6
1064, Avatar: The Game, PSP, 2009, Action, Ubisoft, 0.22, 0.0, 0.24, 0.14, 0.6
1065, Jaws Unleashed, PS2, 2006, Action, THQ, 0.5, 0.0, 0.02, 0.08, 0.6
1066, Puyo Puyo Sun, SAT, 1997, Puzzle, Compile, 0.0, 0.6, 0.0, 0.0, 0.6
1067, Half-Life, PS2, 2001, Shooter, Vivendi Games, 0.29, 0.0, 0.23, 0.08, 0.6
1068, Tomb Raider (2013), XOne, 2014, Action, Square Enix, 0.34, 0.0, 0.21, 0.05, 0.6000000000000001
1069, Mickey's Speedway USA, N64, 2000, Racing, Nintendo, 0.37, 0.14, 0.08, 0.01, 0.6
1070, International Superstar Soccer 64, N64, 1997, Sports, Konami Digital Entertainment, 0.09, 0.23, 0.26, 0.02, 0.6
1071, Skylanders SWAP Force, WiiU, 2013, Platform, Activision, 0.4, 0.0, 0.15, 0.06, 0.61
1072, NASCAR Heat 2002, PS2, 2001, Racing, Infogrames, 0.29, 0.0, 0.23, 0.08, 0.6
1073, Disney Sing It! High School Musical 3: Senior Year, Wii, 2008, Misc, Disney Interactive Studios, 0.32, 0.0, 0.23, 0.04, 0.5900000000000001
1074, From TV Animation One Piece: Grand Battle 2, PS, 2002, Fighting, Namco Bandai Games, 0.0, 0.56, 0.0, 0.04, 0.6000000000000001
1075, BeatMania Append 3rdMix, PS, 1998, Simulation, Konami Digital Entertainment, 0.0, 0.56, 0.0, 0.04, 0.6000000000000001
1076, PGR3 - Project Gotham Racing 3, X360, 2005, Racing, Microsoft Game Studios, 0.49, 0.03, 0.03, 0.05, 0.6
1077, XCOM: Enemy Unknown, PS3, 2012, Strategy, Take-Two Interactive, 0.24, 0.0, 0.25, 0.11, 0.6
1078, Blur, X360, 2010, Racing, Activision, 0.25, 0.0, 0.28, 0.06, 0.5900000000000001
1079, Xena: Warrior Princess, PS, 1998, Adventure, Electronic Arts, 0.33, 0.0, 0.23, 0.04, 0.6000000000000001
1080, Scribblenauts: Unlimited, 3DS, 2012, Action, Warner Bros. Interactive Entertainment, 0.55, 0.0, 0.01, 0.04, 0.6000000000000001
1081, Front Mission, SNES, 1995, Strategy, SquareSoft, 0.0, 0.6, 0.0, 0.0, 0.6
1082, NHL 11, PS3, 2010, Sports, Electronic Arts, 0.4, 0.0, 0.13, 0.07, 0.6000000000000001
1083, Kinect Rush: A Disney Pixar Adventure, X360, 2012, Adventure, Microsoft Game Studios, 0.38, 0.0, 0.16, 0.05, 0.5900000000000001
1084, Monopoly, X360, 2008, Misc, Electronic Arts, 0.34, 0.0, 0.2, 0.06, 0.6000000000000001
1085, Disney Infinity 2.0: Marvel Super Heroes, PS4, 2014, Action, Disney Interactive Studios, 0.26, 0.0, 0.24, 0.1, 0.6
1086, Major League Baseball 2K7, PS2, 2007, Sports, Spike, 0.29, 0.0, 0.23, 0.08, 0.6
1087, Asphalt: Urban GT, DS, 2004, Racing, Ubisoft, 0.31, 0.0, 0.22, 0.06, 0.5900000000000001
1088, The Fight: Lights Out, PS3, 2010, Fighting, Sony Computer Entertainment, 0.29, 0.0, 0.22, 0.09, 0.6
1089, Dai-2-Ji Super Robot Taisen α, PS2, 2003, Strategy, Banpresto, 0.0, 0.6, 0.0, 0.0, 0.6
1090, Pokemon Trozei!, DS, 2005, Puzzle, Nintendo, 0.26, 0.31, 0.0, 0.02, 0.5900000000000001
1091, Dead Space, PC, 2008, Action, Electronic Arts, 0.0, 0.0, 0.53, 0.06, 0.5900000000000001
1092, Hot Wheels: Stunt Track Challenge, PS2, 2004, Racing, THQ, 0.29, 0.0, 0.23, 0.08, 0.6
1093, Rayman Origins, PSV, 2012, Platform, Ubisoft, 0.13, 0.0, 0.35, 0.11, 0.59
1094, London 2012: The Official Video Game of the Olympic Games, X360, 2012, Sports, Sega, 0.07, 0.0, 0.46, 0.07, 0.6000000000000001
1095, Beijing 2008, X360, 2008, Sports, Sega, 0.15, 0.0, 0.38, 0.07, 0.6
1096, Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e, PS2, 2005, Strategy, Banpresto, 0.0, 0.59, 0.0, 0.0, 0.59
1097, Jeopardy!, Wii, 2010, Misc, THQ, 0.56, 0.0, 0.0, 0.03, 0.5900000000000001
1098, Jikkyou Powerful Pro Yakyuu '97 Kaimakuban, PS, 1997, Sports, Konami Digital Entertainment, 0.0, 0.56, 0.0, 0.04, 0.6000000000000001
1099, Assassin's Creed: Brotherhood, PC, 2011, Action, Ubisoft, 0.15, 0.0, 0.34, 0.1, 0.5900000000000001
1100, CyberTiger, PS, 1998, Sports, Electronic Arts, 0.33, 0.0, 0.22, 0.04, 0.5900000000000001
1101, Jampack Fall 2001, PS, 2001, Misc, Sony Computer Entertainment, 0.33, 0.0, 0.22, 0.04, 0.5900000000000001
1102, Medal of Honor: Frontline, GC, 2002, Shooter, Electronic Arts, 0.46, 0.0, 0.12, 0.02, 0.6
1103, Final Fantasy: The 4 Heroes of Light, DS, 2009, Role-Playing, Square Enix, 0.23, 0.23, 0.11, 0.03, 0.6
1104, Iron Man, Wii, 2008, Action, Sega, 0.31, 0.0, 0.22, 0.06, 0.5900000000000001
1105, Kane & Lynch 2: Dog Days, PS3, 2010, Shooter, Square Enix, 0.17, 0.05, 0.28, 0.1, 0.6
1106, NFL Blitz 2001, PS, 2000, Sports, Midway Games, 0.33, 0.0, 0.22, 0.04, 0.5900000000000001
1107, Total War: Shogun 2, PC, 2011, Strategy, Sega, 0.19, 0.0, 0.31, 0.09, 0.5900000000000001
1108, Jikkyou Powerful Pro Yakyuu '98 Kaimakuban, PS, 1998, Sports, Konami Digital Entertainment, 0.0, 0.55, 0.0, 0.04, 0.5900000000000001
1109, Rock Band 2, PS2, 2008, Misc, MTV Games, 0.29, 0.0, 0.23, 0.08, 0.6
1110, Yakuza 5, PS3, 2012, Action, Sega, 0.0, 0.59, 0.0, 0.0, 0.59
1111, LEGO Indiana Jones 2: The Adventure Continues, PSP, 2009, Action, Activision, 0.21, 0.0, 0.24, 0.14, 0.59
1112, BurgerTime, 2600, 1981, Puzzle, Mattel Interactive, 0.55, 0.0, 0.03, 0.01, 0.5900000000000001
1113, Naruto: The Broken Bond, X360, 2008, Action, Ubisoft, 0.24, 0.0, 0.28, 0.07, 0.5900000000000001
1114, 2002 FIFA World Cup, PS2, 2002, Sports, Electronic Arts, 0.21, 0.16, 0.17, 0.06, 0.6
1115, MVP Baseball 2004, XB, 2004, Sports, Electronic Arts, 0.44, 0.0, 0.13, 0.02, 0.59
1116, Crash Bandicoot: The Wrath of Cortex, GC, 2002, Platform, Universal Interactive, 0.46, 0.0, 0.12, 0.02, 0.6
1117, Smurf: Rescue In Gargamel's Castle, 2600, 1981, Action, Coleco, 0.55, 0.0, 0.03, 0.01, 0.5900000000000001
1118, Spelling Challenges and more!, DS, 2007, Misc, 505 Games, 0.54, 0.0, 0.0, 0.04, 0.5800000000000001
1119, Go Diego Go! Great Dinosaur Rescue, Wii, 2008, Action, Take-Two Interactive, 0.53, 0.0, 0.02, 0.04, 0.5900000000000001
1120, Transformers: The Game, Wii, 2007, Action, Activision, 0.52, 0.0, 0.03, 0.04, 0.5900000000000001
1121, Extreme-G, N64, 1997, Racing, Acclaim Entertainment, 0.47, 0.0, 0.11, 0.01, 0.59
1122, Ready 2 Rumble Boxing, N64, 1999, Sports, Midway Games, 0.47, 0.0, 0.11, 0.01, 0.59
1123, Payday 2, X360, 2013, Shooter, 505 Games, 0.33, 0.0, 0.21, 0.05, 0.5900000000000001
1124, Dead or Alive Xtreme Beach Volleyball, XB, 2003, Sports, Microsoft Game Studios, 0.36, 0.14, 0.08, 0.02, 0.6
1125, Tales of Rebirth, PS2, 2004, Role-Playing, Namco Bandai Games, 0.0, 0.59, 0.0, 0.0, 0.59
1126, SoulCalibur V, X360, 2012, Fighting, Namco Bandai Games, 0.39, 0.02, 0.14, 0.04, 0.5900000000000001
1127, NHL 12, PS3, 2011, Sports, Electronic Arts, 0.36, 0.0, 0.16, 0.07, 0.59
1128, Tales of Zestiria, PS3, 2015, Role-Playing, Namco Bandai Games, 0.05, 0.42, 0.09, 0.03, 0.5900000000000001
1129, Silent Hill: Shattered Memories, PS2, 2010, Action, Konami Digital Entertainment, 0.13, 0.01, 0.22, 0.23, 0.5900000000000001
1130, Madden NFL 06, X360, 0, Sports, Electronic Arts, 0.54, 0.01, 0.0, 0.03, 0.5800000000000001
1131, Skate it, Wii, 2008, Sports, Electronic Arts, 0.51, 0.0, 0.04, 0.05, 0.6
1132, Game Party in Motion, X360, 2010, Misc, Warner Bros. Interactive Entertainment, 0.36, 0.0, 0.18, 0.05, 0.59
1133, Barbie: Race & Ride, PS, 1999, Action, Sony Computer Entertainment, 0.33, 0.0, 0.22, 0.04, 0.5900000000000001
1134, Lost: Via Domus, X360, 2008, Action, Ubisoft, 0.18, 0.0, 0.34, 0.07, 0.5900000000000001
1135, Mega Man Anniversary Collection, PS2, 2004, Platform, Capcom, 0.29, 0.0, 0.22, 0.08, 0.59
1136, Final Fantasy Anniversary Edition, PSP, 2007, Role-Playing, Square Enix, 0.39, 0.13, 0.02, 0.04, 0.5800000000000001
1137, Dark Souls II, PS4, 2015, Role-Playing, Namco Bandai Games, 0.2, 0.08, 0.22, 0.08, 0.5800000000000001
1138, Ben 10: Alien Force, PSP, 2008, Action, Koch Media, 0.35, 0.0, 0.14, 0.1, 0.59
1139, Deus Ex: Human Revolution, PC, 2011, Shooter, Square Enix, 0.25, 0.0, 0.25, 0.09, 0.59
1140, Zumba Fitness, PS3, 2010, Sports, 505 Games, 0.28, 0.0, 0.21, 0.09, 0.5800000000000001
